"","FIPS","GISJOIN2","OUT10","REP10","Pop10","Wage2010","Wage2011","Wage2012","Wage2013","Wage2014","Wage2015","CBSA10","CBSAName","PEA10","BEA2004","TPMetro","TPMicro","TPcombined"
"13163",13163,"G1301630",123,602,16930,32176,31677,31369,31256,33589,34051,NA,NA,378,12,NA,NA,NA
"13165",13165,"G1301650",122,601,8340,25553,27309,28640,28097,27937,28408,NA,NA,378,149,NA,NA,NA
"13167",13167,"G1301670",119,598,9980,26934,27708,27967,29368,30090,30614,20140,"Dublin, GA",241,100,NA,444,444
"13169",13169,"G1301690",118,597,28669,29877,29725,29951,31188,31899,32568,31420,"Macon, GA",128,100,368,NA,368
"13171",13171,"G1301710",130,607,18317,30127,30957,31529,31414,32366,33322,12060,"Atlanta-Sandy Springs-Roswell, GA",117,11,417,NA,417
"13173",13173,"G1301730",117,596,10078,26909,27635,26800,25777,26712,27398,46660,"Valdosta, GA",159,3,449,NA,449
"13175",13175,"G1301750",119,598,48434,33578,33867,34414,35004,35293,36285,20140,"Dublin, GA",241,100,NA,444,444
"13177",13177,"G1301770",112,591,28298,29287,30818,32292,34587,36285,31849,10500,"Albany, GA",319,3,404,NA,404
"13179",13179,"G1301790",121,600,63453,36272,36745,37118,37200,38295,38642,25980,"Hinesville, GA",237,149,446,NA,446
"13181",13181,"G1301810",123,602,7996,26713,26805,27291,27046,28367,29653,12260,"Augusta-Richmond County, GA-SC",105,12,478,NA,478
"13183",13183,"G1301830",121,600,14464,25880,26640,27032,26703,27691,29242,25980,"Hinesville, GA",237,149,446,NA,446
"13185",13185,"G1301850",117,596,109233,30882,31908,32216,31995,32869,33352,46660,"Valdosta, GA",159,3,449,NA,449
"13187",13187,"G1301870",114,593,29966,31291,31852,31454,31659,31668,33015,NA,NA,11,11,417,NA,417
"13189",13189,"G1301890",123,602,21875,30224,29897,30543,30830,33299,32256,12260,"Augusta-Richmond County, GA-SC",105,12,478,NA,478
"13191",13191,"G1301910",120,599,14333,27922,27988,26571,27786,27224,27355,15260,"Brunswick, GA",207,79,420,NA,420
"13193",13193,"G1301930",118,597,14740,31628,32865,33918,33789,35834,37008,NA,NA,308,100,NA,NA,NA
"13195",13195,"G1301950",126,605,28120,28011,28838,28989,29431,29753,30491,12020,"Athens-Clarke County, GA",11,11,386,NA,386
"13197",13197,"G1301970",6,565,8742,26151,26368,26912,27568,27947,30051,17980,"Columbus, GA-AL",202,39,463,NA,463
"13199",13199,"G1301990",6,565,21992,29232,29648,30484,31074,32218,33415,12060,"Atlanta-Sandy Springs-Roswell, GA",117,11,417,NA,417
"13201",13201,"G1302010",129,562,6125,27094,27472,27595,28773,29924,31591,NA,NA,72,163,NA,400,400
"13205",13205,"G1302050",112,591,23498,26877,27118,28044,28512,29102,30377,NA,NA,159,3,NA,NA,NA
"13207",13207,"G1302070",118,597,26424,34125,34565,33461,34800,34729,36326,31420,"Macon, GA",308,100,368,NA,368
"13209",13209,"G1302090",110,589,9123,28114,27968,29002,29034,29219,34772,47080,"Vidalia, GA",241,149,NA,495,495
"13211",13211,"G1302110",115,594,17868,30430,30308,31860,31746,32313,32824,12060,"Atlanta-Sandy Springs-Roswell, GA",11,11,417,NA,417
"13213",13213,"G1302130",124,603,39628,32926,32167,32580,33097,33052,32766,19140,"Dalton, GA",199,11,512,NA,512
"13215",13215,"G1302150",6,565,189885,37383,38398,39058,39399,40171,41761,17980,"Columbus, GA-AL",202,39,463,NA,463
"13217",13217,"G1302170",115,594,99958,36472,36759,37468,37468,38452,39832,12060,"Atlanta-Sandy Springs-Roswell, GA",11,11,417,NA,417
"13219",13219,"G1302190",126,605,32808,33714,34452,35842,35461,36595,37528,12020,"Athens-Clarke County, GA",11,11,386,NA,386
"13221",13221,"G1302210",126,605,14899,24029,24542,26334,26357,27798,29438,12020,"Athens-Clarke County, GA",11,11,386,NA,386
"13223",13223,"G1302230",115,594,142324,30414,30753,31517,31357,32418,34034,12060,"Atlanta-Sandy Springs-Roswell, GA",11,11,417,NA,417
"13225",13225,"G1302250",118,597,27695,32057,32445,32705,35076,37388,37061,47580,"Warner Robins, GA",128,100,NA,468,468
"13227",13227,"G1302270",125,604,29431,32062,32781,33851,35153,39000,42723,12060,"Atlanta-Sandy Springs-Roswell, GA",199,11,417,NA,417
"13229",13229,"G1302290",111,590,18758,28601,28460,29172,30270,31569,32253,48180,"Waycross, GA",207,79,NA,505,505
"13231",13231,"G1302310",130,607,17869,27980,29218,29454,29460,30713,31211,12060,"Atlanta-Sandy Springs-Roswell, GA",117,11,417,NA,417
"13233",13233,"G1302330",116,595,41475,31788,31880,32476,32942,33591,35198,16340,"Cedartown, GA",165,11,NA,472,472
"13235",13235,"G1302350",118,597,12010,30970,32367,32608,33079,34310,34884,47580,"Warner Robins, GA",128,100,NA,NA,NA
"13237",13237,"G1302370",113,592,21218,28514,29899,31215,31358,31344,30428,NA,NA,241,11,NA,NA,NA
"13239",13239,"G1302390",3,562,2513,25688,26949,26534,26589,27093,27949,NA,NA,170,48,NA,3,3
"13241",13241,"G1302410",131,608,16276,27472,27571,27668,29291,28773,28989,NA,NA,11,11,NA,NA,NA
"13243",13243,"G1302430",3,562,7719,28502,29475,29503,29413,30264,30381,NA,NA,159,3,NA,NA,NA
"13245",13245,"G1302450",123,602,200549,39450,40432,41511,41500,41949,43313,12260,"Augusta-Richmond County, GA-SC",105,12,478,NA,478
"13247",13247,"G1302470",115,594,85215,39555,40448,42236,42834,44223,46295,12060,"Atlanta-Sandy Springs-Roswell, GA",11,11,417,NA,417
"13249",13249,"G1302490",132,609,5010,32703,34042,35229,36101,34532,33805,11140,"Americus, GA",308,3,NA,486,486
"13251",13251,"G1302510",122,601,14593,29181,30160,30366,30424,31146,31910,NA,NA,237,149,NA,NA,NA
"13253",13253,"G1302530",129,562,8729,28572,30302,31309,31557,31984,32171,NA,NA,72,163,NA,400,400
"13255",13255,"G1302550",130,607,64073,30954,32345,33140,32952,33729,34324,12060,"Atlanta-Sandy Springs-Roswell, GA",117,11,417,NA,417
"13257",13257,"G1302570",126,605,26175,31930,32877,33128,33865,35651,37805,45740,"Toccoa, GA",11,11,NA,484,484
"13259",13259,"G1302590",132,609,6058,31532,32392,34018,34059,39561,37593,NA,NA,202,39,463,NA,463
"13261",13261,"G1302610",132,609,32819,29202,29364,29369,29590,34292,35209,11140,"Americus, GA",308,3,NA,486,486
"13263",13263,"G1302630",6,565,6865,32492,28344,27681,28507,30643,33092,NA,NA,117,11,463,NA,463
"13265",13265,"G1302650",113,592,1717,24526,24498,25322,24567,25656,25656,NA,NA,11,11,NA,NA,NA
"13267",13267,"G1302670",122,601,25520,28255,28579,29389,30009,31174,32523,NA,NA,237,149,NA,NA,NA
"13269",13269,"G1302690",118,597,8906,29833,31124,29682,27047,31508,33490,NA,NA,308,100,NA,NA,NA
"13271",13271,"G1302710",110,589,16500,24613,25423,25416,24583,25381,27482,NA,NA,241,100,NA,NA,NA
"13273",13273,"G1302730",112,591,9315,29511,30245,29954,28876,30755,31793,10500,"Albany, GA",159,3,404,NA,404
"13275",13275,"G1302750",127,591,44720,35020,35000,36958,37759,39360,41057,45620,"Thomasville, GA",72,163,NA,493,493
"13277",13277,"G1302770",117,596,40118,31493,32252,32829,32690,35933,41672,45700,"Tifton, GA",159,3,NA,494,494
"13279",13279,"G1302790",110,589,27223,30745,30809,31540,32223,32557,33170,47080,"Vidalia, GA",241,149,NA,495,495
"13281",13281,"G1302810",133,610,10471,26443,26438,26231,26879,27365,27577,NA,NA,199,11,NA,NA,NA
"13283",13283,"G1302830",110,589,6885,24509,24298,24656,25036,25745,27222,NA,NA,241,149,NA,NA,NA
"13285",13285,"G1302850",6,565,67044,37406,38431,39579,39349,40331,41300,29300,"LaGrange, GA",117,11,NA,498,498
"13287",13287,"G1302870",117,596,8930,27609,27394,28118,28695,29730,30916,NA,NA,159,3,NA,NA,NA
"13289",13289,"G1302890",118,597,9023,32831,33045,31644,32441,34670,35154,31420,"Macon, GA",128,100,368,NA,368
"13291",13291,"G1302910",133,610,21356,30375,30374,30541,30782,31163,32123,NA,NA,199,11,NA,NA,NA
"13293",13293,"G1302930",130,607,27153,30543,30999,31649,31801,32772,33910,45580,"Thomaston, GA",117,11,NA,502,502
"13295",13295,"G1302950",124,603,68756,29828,29837,30259,31215,31687,32371,16860,"Chattanooga, TN-GA",74,11,2426,NA,2426
"13297",13297,"G1302970",115,594,83768,33756,34286,34591,35041,35848,37315,12060,"Atlanta-Sandy Springs-Roswell, GA",11,11,417,NA,417
"13299",13299,"G1302990",111,590,36312,30383,31297,31394,31670,32595,33989,48180,"Waycross, GA",207,79,NA,505,505
"13301",13301,"G1303010",123,602,5834,28601,29027,31277,34063,36779,37665,NA,NA,378,12,478,NA,478
"13303",13303,"G1303030",119,598,21187,32328,32433,32573,33739,34920,35521,NA,NA,241,100,NA,NA,NA
"13305",13305,"G1303050",121,600,30099,36153,36747,37260,37469,36772,37516,27700,"Jesup, GA",237,79,NA,508,508
"13307",13307,"G1303070",132,609,2799,29935,30093,30465,31394,34323,35766,NA,NA,202,39,463,NA,463
"13309",13309,"G1303090",110,589,7421,29754,30438,31493,31053,31651,32289,NA,NA,241,100,NA,NA,NA
"13311",13311,"G1303110",114,593,27144,28391,28687,29107,29657,30763,31878,NA,NA,11,11,NA,NA,NA
"13313",13313,"G1303130",124,603,102599,36335,36631,38224,39150,40518,41285,19140,"Dalton, GA",199,11,512,NA,512
"13315",13315,"G1303150",128,606,9255,27105,31747,36932,25959,26602,27238,NA,NA,128,3,NA,NA,NA
"13317",13317,"G1303170",113,592,10593,28332,28112,28450,29011,29566,30384,NA,NA,105,11,NA,NA,NA
"13319",13319,"G1303190",113,592,9563,42020,44728,46138,46827,49124,47381,NA,NA,128,100,NA,NA,NA
"13321",13321,"G1303210",112,591,21679,29322,29087,30176,30950,31334,33155,10500,"Albany, GA",159,3,404,NA,404
"15001",15001,"G1500010",134,51,185079,36467,36595,37368,38142,39404,40882,25900,"Hilo, HI",42,74,NA,NA,NA
"15003",15003,"G1500030",135,51,953207,43337,44233,45244,45685,47058,48838,46520,"Urban Honolulu, HI",42,74,NA,NA,NA
"15005",15005,"G1500050",135,51,90,NA,NA,NA,NA,NA,NA,27980,"Kahului-Wailuku-Lahaina, HI",42,74,NA,NA,NA
"15007",15007,"G1500070",135,51,67091,37478,38038,38360,39068,40420,42154,28180,"Kapaa, HI",42,74,NA,NA,NA
"15009",15009,"G1500090",135,51,154834,37571,38114,38794,39084,40474,42044,27980,"Kahului-Wailuku-Lahaina, HI",42,74,NA,NA,NA
"16001",16001,"G1600010",136,52,392365,40783,41357,41846,43069,44905,45312,14260,"Boise City, ID",156,21,517,NA,517
"16003",16003,"G1600030",137,53,3976,27997,30059,32336,32309,33049,34315,NA,NA,362,21,NA,NA,NA
"16005",16005,"G1600050",138,54,82839,31486,32543,32407,32153,32943,33833,38540,"Pocatello, ID",187,77,519,NA,519
"16007",16007,"G1600070",139,55,5986,24822,24345,27029,26734,26979,27313,NA,NA,316,77,NA,NA,NA
"16009",16009,"G1600090",140,56,9285,32284,32914,34181,35610,36313,37560,NA,NA,195,157,NA,NA,NA
"16011",16011,"G1600110",138,54,45607,30270,31387,31915,32494,33210,33204,13940,"Blackfoot, ID",187,77,NA,522,522
"16013",16013,"G1600130",141,57,21376,35894,36425,38224,39318,40196,39476,25200,"Hailey, ID",274,172,NA,NA,NA
"16015",16015,"G1600150",136,52,7028,22962,23411,24286,24502,23657,24938,14260,"Boise City, ID",362,21,517,NA,517
"16017",16017,"G1600170",142,56,40877,30353,31335,31784,32471,33636,33213,41760,"Sandpoint, ID",195,157,NA,NA,NA
"16019",16019,"G1600190",138,54,104234,32250,32506,32953,32613,33459,34390,26820,"Idaho Falls, ID",187,77,526,NA,526
"16021",16021,"G1600210",142,56,10972,29694,30617,30172,31791,31166,32998,NA,NA,195,157,NA,NA,NA
"16023",16023,"G1600230",138,54,2891,77551,80195,79421,84835,82413,86441,26820,"Idaho Falls, ID",407,77,526,NA,526
"16025",16025,"G1600250",141,57,1117,29516,33547,38923,44996,46697,52912,25200,"Hailey, ID",274,172,NA,NA,NA
"16027",16027,"G1600270",136,52,188923,30440,31080,31389,31750,32945,33910,14260,"Boise City, ID",247,21,517,NA,517
"16029",16029,"G1600290",139,55,6963,43646,45140,48763,49277,50728,50617,NA,NA,316,77,NA,NA,NA
"16031",16031,"G1600310",143,58,22952,28859,29754,30698,31108,31643,33501,15420,"Burley, ID",274,172,NA,532,532
"16033",16033,"G1600330",138,54,982,37037,37022,38456,38905,40531,39516,NA,NA,187,77,NA,NA,NA
"16035",16035,"G1600350",144,59,8761,30880,32058,32882,33653,34404,35397,NA,NA,195,93,NA,NA,NA
"16037",16037,"G1600370",145,60,4368,34905,36812,41569,40784,37608,31632,NA,NA,407,77,NA,NA,NA
"16039",16039,"G1600390",136,52,27038,28819,29365,29079,30099,30962,31679,34300,"Mountain Home, ID",247,21,NA,536,536
"16041",16041,"G1600410",146,61,12786,23363,23665,25306,25778,26916,27750,30860,"Logan, UT-ID",279,142,2745,NA,2745
"16043",16043,"G1600430",138,54,13242,28131,28052,29398,29576,30334,32465,39940,"Rexburg, ID",187,77,NA,549,549
"16045",16045,"G1600450",136,52,16719,26673,26476,26401,27480,28325,29267,14260,"Boise City, ID",362,21,517,NA,517
"16047",16047,"G1600470",141,57,15464,29377,30209,30927,31551,31508,32843,NA,NA,274,172,NA,NA,NA
"16049",16049,"G1600490",144,59,16267,30637,32231,33698,33541,35068,36531,NA,NA,195,93,NA,NA,NA
"16051",16051,"G1600510",138,54,26140,25092,26150,26714,27495,28037,29530,26820,"Idaho Falls, ID",187,77,526,NA,526
"16053",16053,"G1600530",141,57,22374,30200,30931,32063,32605,34315,34614,46300,"Twin Falls, ID",274,172,NA,558,558
"16055",16055,"G1600550",140,56,138494,32028,32645,33186,33730,34255,35486,17660,"Coeur d'Alene, ID",195,157,544,NA,544
"16057",16057,"G1600570",144,59,37244,30616,31319,31477,31872,32990,34371,34140,"Moscow, ID",195,157,NA,545,545
"16059",16059,"G1600590",145,60,7936,27573,28521,29973,29187,30589,31048,NA,NA,407,77,NA,NA,NA
"16061",16061,"G1600610",144,59,3821,25287,26486,27262,28614,29821,30194,NA,NA,195,93,NA,NA,NA
"16063",16063,"G1600630",141,57,5208,28876,29195,30817,31384,31968,32695,25200,"Hailey, ID",274,172,NA,NA,NA
"16065",16065,"G1600650",138,54,37536,27836,28004,28867,29335,29457,29908,39940,"Rexburg, ID",187,77,NA,549,549
"16067",16067,"G1600670",143,58,20069,29891,31123,32431,33602,34206,35090,15420,"Burley, ID",274,172,NA,532,532
"16069",16069,"G1600690",144,59,39265,35004,35649,36130,37134,37947,39131,30300,"Lewiston, ID-WA",195,93,551,NA,551
"16071",16071,"G1600710",146,61,4286,23127,23494,23905,23810,24161,24662,NA,NA,279,142,NA,NA,NA
"16073",16073,"G1600730",136,52,11526,25098,27948,28341,29129,32144,31580,14260,"Boise City, ID",247,21,517,NA,517
"16075",16075,"G1600750",136,52,22623,30136,32361,32454,32032,32893,34595,36620,"Ontario, OR-ID",362,21,NA,2196,2196
"16077",16077,"G1600770",138,54,7817,33315,35721,37456,37233,38685,39165,NA,NA,187,77,519,NA,519
"16079",16079,"G1600790",140,56,12765,34164,37501,38782,40305,41107,43204,NA,NA,195,157,NA,NA,NA
"16081",16081,"G1600810",147,62,10170,29719,29201,29869,30277,31056,31884,27220,"Jackson, WY-ID",187,26,NA,3106,3106
"16083",16083,"G1600830",141,57,77230,28885,29091,30060,30135,30899,32459,46300,"Twin Falls, ID",274,172,NA,558,558
"16085",16085,"G1600850",137,53,9862,29368,29321,33086,32659,32873,34294,NA,NA,362,21,NA,NA,NA
"16087",16087,"G1600870",136,52,10198,25916,25911,27130,28202,28471,29262,NA,NA,362,21,NA,NA,NA
"17001",17001,"G1700010",148,340,67103,35013,35960,36926,37666,38388,39752,39500,"Quincy, IL-MO",129,158,NA,561,561
"17003",17003,"G1700030",149,341,8238,38222,38423,38005,33096,34044,35321,16020,"Cape Girardeau, MO-IL",161,25,1464,NA,1464
"17005",17005,"G1700050",150,342,17768,33801,34373,36158,34814,35393,39031,41180,"St. Louis, MO-IL",24,160,1544,NA,1544
"17007",17007,"G1700070",151,343,54165,40254,43083,43230,42602,43490,45874,40420,"Rockford, IL",116,32,661,NA,661
"17009",17009,"G1700090",152,433,6937,40509,40733,41188,42676,43391,45346,NA,NA,129,158,NA,NA,NA
"17011",17011,"G1700110",153,437,34978,34867,34837,35109,35882,37425,38222,36860,"Ottawa-Peru, IL",270,32,NA,610,610
"17013",17013,"G1700130",150,435,5089,23080,22669,22457,22657,23664,24791,41180,"St. Louis, MO-IL",125,160,1544,NA,1544
"17015",17015,"G1700150",151,436,15387,29770,30824,30679,31312,31944,32515,NA,NA,224,32,NA,NA,NA
"17017",17017,"G1700170",152,433,13642,30673,31583,32298,32500,32778,33659,NA,NA,129,158,NA,NA,NA
"17019",17019,"G1700190",154,346,201081,40020,40246,41658,42660,43823,45013,16580,"Champaign-Urbana, IL",92,28,570,NA,570
"17021",17021,"G1700210",155,347,34800,32756,39088,34091,34860,35497,36150,45380,"Taylorville, IL",129,158,NA,571,571
"17023",17023,"G1700230",156,348,16335,30545,31334,31515,31657,32847,33896,NA,NA,58,78,NA,NA,NA
"17025",17025,"G1700250",157,349,13815,32542,32686,33884,33979,34407,34461,NA,NA,92,28,NA,NA,NA
"17027",17027,"G1700270",158,442,37762,31833,32335,32984,33072,34280,35283,41180,"St. Louis, MO-IL",24,160,1544,NA,1544
"17029",17029,"G1700290",156,348,53873,33118,34844,34364,35678,36744,38076,16660,"Charleston-Mattoon, IL",92,28,NA,575,575
"17031",17031,"G1700310",159,351,5194675,55369,56471,57987,58153,60016,61915,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"17033",17033,"G1700330",160,443,19817,42703,40788,40816,41056,43706,45340,NA,NA,330,78,NA,NA,NA
"17035",17035,"G1700350",156,348,11048,27661,28863,29992,31474,31410,33216,16660,"Charleston-Mattoon, IL",92,28,NA,575,575
"17037",17037,"G1700370",159,351,105160,35709,36888,38065,37844,38538,40913,16980,"Chicago-Naperville-Elgin, IL-IN-WI",224,32,576,NA,576
"17039",17039,"G1700390",161,345,16561,41089,43296,44025,47608,49059,48413,14010,"Bloomington, IL",273,126,NA,NA,NA
"17041",17041,"G1700410",154,346,19980,32467,37710,33961,34967,37121,39335,NA,NA,92,28,NA,NA,NA
"17043",17043,"G1700430",159,351,916924,54164,55710,57700,57952,58466,60902,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"17045",17045,"G1700450",156,348,18576,34456,34589,36116,36473,38201,38940,NA,NA,92,78,NA,NA,NA
"17047",17047,"G1700470",157,352,6721,33634,34190,35388,35985,37528,38316,NA,NA,330,54,NA,NA,NA
"17049",17049,"G1700490",156,440,34242,32943,33558,34659,34366,36139,36341,20820,"Effingham, IL",92,28,NA,585,585
"17051",17051,"G1700510",156,440,22140,29793,30582,31308,32030,31647,32750,NA,NA,92,28,NA,NA,NA
"17053",17053,"G1700530",154,346,14081,32741,33993,34990,36200,36301,38521,16580,"Champaign-Urbana, IL",92,28,570,NA,570
"17055",17055,"G1700550",162,434,39561,29291,30768,31714,31098,32801,33374,NA,NA,161,160,NA,NA,NA
"17057",17057,"G1700570",152,344,37069,28390,29046,30179,30504,31118,32473,15900,"Canton, IL",282,126,NA,589,589
"17059",17059,"G1700590",162,353,5589,30806,31411,33328,35106,36932,35654,NA,NA,161,54,NA,NA,NA
"17061",17061,"G1700610",155,439,13886,26491,27353,28040,29118,30118,29848,NA,NA,129,158,NA,NA,NA
"17063",17063,"G1700630",159,351,50063,48462,50341,51846,51831,52342,53990,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"17065",17065,"G1700650",158,350,8457,27022,31190,32687,35772,40898,41507,NA,NA,161,160,NA,601,601
"17067",17067,"G1700670",163,354,19104,27347,27757,29258,30469,30484,32598,22800,"Fort Madison-Keokuk, IA-IL-MO",179,126,NA,NA,NA
"17069",17069,"G1700690",162,353,4320,28040,29598,30245,32445,34782,32585,NA,NA,161,160,NA,NA,NA
"17071",17071,"G1700710",163,354,7331,25830,26441,26709,26779,27338,27000,15460,"Burlington, IA-IL",179,126,NA,783,783
"17073",17073,"G1700730",164,355,50486,30705,30413,32348,33169,34838,36126,19340,"Davenport-Moline-Rock Island, IA-IL",163,43,836,NA,836
"17075",17075,"G1700750",165,446,29718,28702,30089,30213,29695,30369,31146,NA,NA,353,32,NA,NA,NA
"17077",17077,"G1700770",149,434,60218,35840,36046,37214,38740,39413,40392,16060,"Carbondale-Marion, IL",161,160,NA,599,599
"17079",17079,"G1700790",156,440,9698,34569,35739,36669,36499,34355,37096,NA,NA,92,28,NA,NA,NA
"17081",17081,"G1700810",158,350,38827,36719,37939,39730,38433,40370,41283,34500,"Mount Vernon, IL",161,160,NA,601,601
"17083",17083,"G1700830",150,435,22985,29102,29444,30265,30830,30794,32188,41180,"St. Louis, MO-IL",125,160,1544,NA,1544
"17085",17085,"G1700850",166,356,22678,29105,30056,29702,30644,31794,32741,NA,NA,223,101,NA,NA,NA
"17087",17087,"G1700870",162,434,12582,37829,38373,39571,42229,42778,43528,NA,NA,161,160,NA,NA,NA
"17089",17089,"G1700890",159,351,515269,41372,42570,42499,42935,44144,45757,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"17091",17091,"G1700910",165,446,113449,34719,35731,36588,37171,38675,39945,28100,"Kankakee, IL",3,32,606,NA,606
"17093",17093,"G1700930",159,351,114736,36618,37303,36723,37087,37779,38182,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"17095",17095,"G1700950",164,445,52919,30160,30347,31260,31594,32096,33024,23660,"Galesburg, IL",282,126,NA,608,608
"17097",17097,"G1700970",159,351,703462,59054,61370,63959,65386,67777,72500,16980,"Chicago-Naperville-Elgin, IL-IN-WI",3,32,576,NA,576
"17099",17099,"G1700990",153,437,113924,37521,38110,38440,39073,41710,42730,36860,"Ottawa-Peru, IL",270,32,NA,610,610
"17101",17101,"G1701010",160,443,16833,32949,33258,34651,36584,40051,40198,NA,NA,330,78,NA,NA,NA
"17103",17103,"G1701030",151,436,36031,37017,37719,38646,39787,41432,42190,19940,"Dixon, IL",224,32,NA,612,612
